Operator,SSE,Mission,Seg,Flight_segment,Type_segment,FLAP,Altitude,TAS,Time,Distance,Pressure,THRUST,Mass,ZFW,PL,FW,1g,Vertical maneuver,Vertical gust,Turn,Frontal gust,n0,Giro,Xcg(%CMA),Op-Mission,q,gamma,Mission_type
OpI,2110017,F2,59,D- 3000,FLT-3,0,3500,210.0,0.42,1.5,1.43,,18790,18195,3200,595,61.74,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6444.69152245498,-6.261402966994311,Ferry
OpI,2110017,F2,60,D- 2000,FLT-3,0,2500,207.0,0.42,1.5,1.06,,18790,18195,3200,595,61.729,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6451.790829338689,-6.261402966994317,Ferry
OpI,2110017,F2,61,D- 1500,FLT-3,0,1750,205.0,0.21,0.7,0.78,,18790,18195,3200,595,61.743,20.914,0.841,6.444,,1.84,2.039,29.0,OpI-F2,6470.232804476414,-6.704708200069711,Ferry
OpI,2110017,F2,62,APPROACH,FLT-3,15,750,119.0,1.0,5.0,0.41,,18790,18195,3200,595,42.842,16.554,0.433,5.436,3.203,2.0,1.44,29.0,OpI-F2,2245.560005649741,0.0,Ferry
OpI,2110017,F2,63,F/APPRO.,FLT-3,23,25,108.0,1.0,0.2,0.14,,18790,18195,3200,595,42.702,14.267,0.387,4.85,3.412,1.99,1.311,29.0,OpI-F2,1889.367452436192,0.0,Ferry
OpI,2110017,ISR1,9,C- 1500,FLT-1,0,750,136.0,1.0,2.5,0.41,,18571,15707,0,2864,44.637,18.383,0.521,7.149,,1.92,1.019,16.4,OpI-ISR1,2932.976333909864,5.639520585950486,SAR/ISR
OpI,2110017,ISR1,10,C- 2500,FLT-1,0,2000,138.0,0.57,1.3,0.88,,18571,15707,0,2864,44.65,18.383,0.521,7.149,,1.92,1.019,16.4,OpI-ISR1,2910.393956164035,7.215210799943848,SAR/ISR
OpI,2110017,ISR1,11,C- 3500,FLT-1,0,3000,140.0,0.59,1.4,1.25,,18571,15707,0,2864,45.559,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2907.495324397539,6.704708200069711,SAR/ISR
OpI,2110017,ISR1,12,C- 4500,FLT-1,0,4000,142.0,0.6,1.4,1.62,,18571,15707,0,2864,45.569,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2902.805185446431,6.704708200069721,SAR/ISR
OpI,2110017,ISR1,13,C- 5500,FLT-1,0,5000,144.0,0.62,1.5,1.94,,18571,15707,0,2864,45.578,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2896.356671191105,6.261402966994321,SAR/ISR
OpI,2110017,ISR1,14,C- 6500,FLT-1,0,6000,146.0,0.65,1.5,2.26,,18571,15707,0,2864,45.587,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2888.184371431539,6.261402966994311,SAR/ISR
OpI,2110017,ISR1,15,C- 7500,FLT-1,0,7000,148.0,0.66,1.7,2.57,,18571,15707,0,2864,45.596,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2878.324247048187,5.529633896008854,SAR/ISR
OpI,2110017,ISR1,16,C- 8500,FLT-1,0,8000,151.0,0.7,1.7,2.89,,18571,15707,0,2864,45.605,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2905.165139294997,5.529633896008854,SAR/ISR
OpI,2110017,ISR1,17,C- 9500,FLT-1,0,9000,153.0,0.73,1.8,3.16,,18571,15707,0,2864,45.613,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2891.362790520757,5.22418135450264,SAR/ISR
OpI,2110017,ISR1,18,C-10500,FLT-1,0,10000,155.0,0.76,2.0,3.44,,18571,15707,0,2864,45.62,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2875.985099442542,4.70423706762331,SAR/ISR
OpI,2110017,ISR1,19,C-11500,FLT-1,0,11000,158.0,0.8,2.1,3.71,,18571,15707,0,2864,45.628,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2895.610611891495,4.481160828076377,SAR/ISR
OpI,2110017,ISR1,20,C-12500,FLT-1,0,12000,160.0,0.83,2.2,3.98,,18571,15707,0,2864,45.636,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2876.513641677983,4.278245866885832,SAR/ISR
OpI,2110017,ISR1,21,C-13500,FLT-1,0,13000,163.0,0.87,2.3,4.21,,18571,15707,0,2864,45.642,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2891.334688357465,4.092881607032396,SAR/ISR
OpI,2110017,ISR1,22,C-14500,FLT-1,0,14000,165.0,0.91,2.5,4.44,,18571,15707,0,2864,45.648,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2868.681654533088,3.766434321437909,SAR/ISR
OpI,2110017,ISR1,23,C-15000,FLT-1,0,14750,167.0,0.47,1.4,4.61,,18571,15707,0,2864,45.653,17.73,0.511,6.61,,1.95,1.096,16.4,OpI-ISR1,2867.944699641873,3.363869852691651,SAR/ISR
OpI,2110017,ISR1,24,CRUISE,FLT-2,0,15000,250.0,9.93,41.3,4.66,,18571,15707,0,2864,60.468,20.879,0.803,6.524,,1.91,1.507,16.4,OpI-ISR1,6374.979755740554,0.0,SAR/ISR
OpI,2110017,ISR1,25,CRUISE,FLT-2,0,15000,250.0,9.92,41.4,4.66,,18571,15707,0,2864,60.468,20.879,0.803,6.524,,1.91,1.507,16.4,OpI-ISR1,6374.979755740554,0.0,SAR/ISR
OpI,2110017,ISR1,26,CRUISE,FLT-2,0,15000,250.0,8.58,35.7,4.66,,18571,15707,0,2864,60.468,20.879,0.803,6.524,,1.91,1.507,16.4,OpI-ISR1,6374.979755740554,0.0,SAR/ISR
OpI,2110017,ISR1,27,CRUISE,FLT-2,0,15000,251.0,8.57,35.8,4.66,,18571,15707,0,2864,60.468,20.879,0.803,6.524,,1.91,1.507,16.4,OpI-ISR1,6426.081593462572,0.0,SAR/ISR
OpI,2110017,ISR1,28,D-14000,FLT-3,0,14500,248.0,0.39,1.6,4.55,,17956,15707,0,2249,60.238,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6376.36937029992,-5.872890681248999,SAR/ISR
OpI,2110017,ISR1,29,D-13000,FLT-3,0,13500,244.0,0.38,1.6,4.32,,17956,15707,0,2249,60.231,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6375.463108608696,-5.872890681248982,SAR/ISR
OpI,2110017,ISR1,30,D-12000,FLT-3,0,12500,241.0,0.4,1.5,4.09,,17956,15707,0,2249,60.225,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6422.764128302134,-6.261402966994303,SAR/ISR
OpI,2110017,ISR1,31,D-11000,FLT-3,0,11500,237.0,0.4,1.6,3.84,,17956,15707,0,2249,60.218,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6412.624344956228,-5.872890681248982,SAR/ISR
OpI,2110017,ISR1,32,D-10000,FLT-3,0,10500,233.0,0.4,1.5,3.57,,17956,15707,0,2249,60.21,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6397.335695928814,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,33,D- 9000,FLT-3,0,9500,230.0,0.4,1.6,3.3,,17956,15707,0,2249,60.202,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6432.646041115047,-5.872890681248982,SAR/ISR
OpI,2110017,ISR1,34,D- 8000,FLT-3,0,8500,226.0,0.41,1.5,3.03,,17956,15707,0,2249,60.195,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6407.63147944764,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,35,D- 7000,FLT-3,0,7500,223.0,0.41,1.5,2.73,,17956,15707,0,2249,60.187,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6434.85071277819,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,36,D- 6000,FLT-3,0,6500,220.0,0.41,1.5,2.41,,17956,15707,0,2249,60.178,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6458.401992024523,-6.261402966994311,SAR/ISR
OpI,2110017,ISR1,37,D- 5000,FLT-3,0,5500,217.0,0.41,1.5,2.1,,17956,15707,0,2249,60.169,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6478.200648068861,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,38,D- 4000,FLT-3,0,4500,213.0,0.41,1.4,1.78,,17956,15707,0,2249,60.16,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6433.613503116796,-6.704708200069721,SAR/ISR
OpI,2110017,ISR1,39,D- 3000,FLT-3,0,3500,210.0,0.4,1.4,1.43,,17956,15707,0,2249,60.15,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6444.69152245498,-6.704708200069711,SAR/ISR
OpI,2110017,ISR1,40,D- 2000,FLT-3,0,2500,207.0,0.41,1.4,1.06,,17956,15707,0,2249,60.14,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6451.790829338689,-6.704708200069716,SAR/ISR
OpI,2110017,ISR1,41,D- 1000,FLT-3,0,1500,204.0,0.4,1.4,0.69,,17956,15707,0,2249,60.129,20.204,0.832,6.228,,1.85,1.857,15.9,OpI-ISR1,6454.840319831911,-6.704708200069717,SAR/ISR
OpI,2110017,ISR1,42,CRUISE,FLT-2,0,1000,136.0,14.32,32.5,0.5,,17956,15707,0,2249,46.724,16.547,0.516,5.626,,1.92,1.221,15.9,OpI-ISR1,2911.469495228963,0.0,SAR/ISR
OpI,2110017,ISR1,43,CRUISE,FLT-2,0,1000,136.0,14.38,32.6,0.5,,17956,15707,0,2249,46.724,16.547,0.516,5.626,,1.92,1.221,15.9,OpI-ISR1,2911.469495228963,0.0,SAR/ISR
OpI,2110017,ISR1,44,CRUISE,FLT-2,0,1000,135.0,14.44,32.7,0.5,,17956,15707,0,2249,46.724,16.547,0.516,5.626,,1.92,1.221,15.9,OpI-ISR1,2868.811178122181,0.0,SAR/ISR
OpI,2110017,ISR1,45,CRUISE,FLT-2,0,1000,135.0,14.52,32.7,0.5,,17956,15707,0,2249,46.454,16.399,0.508,5.597,,1.93,1.2,15.9,OpI-ISR1,2868.811178122181,0.0,SAR/ISR
OpI,2110017,ISR1,46,CRUISE,FLT-2,0,1000,134.0,14.59,32.7,0.5,,17956,15707,0,2249,46.454,16.399,0.508,5.597,,1.93,1.2,15.9,OpI-ISR1,2826.467682543862,0.0,SAR/ISR
OpI,2110017,ISR1,47,CRUISE,FLT-2,0,1000,134.0,14.66,32.8,0.5,,17337,15707,0,1630,44.908,15.884,0.499,5.415,,1.94,1.161,15.3,OpI-ISR1,2826.467682543862,0.0,SAR/ISR
OpI,2110017,ISR1,48,CRUISE,FLT-2,0,1000,133.0,14.74,32.8,0.5,,17337,15707,0,1630,44.908,15.884,0.499,5.415,,1.94,1.161,15.3,OpI-ISR1,2784.439008494007,0.0,SAR/ISR
OpI,2110017,ISR1,49,CRUISE,FLT-2,0,1000,133.0,14.8,32.9,0.5,,17337,15707,0,1630,44.908,15.884,0.499,5.415,,1.94,1.161,15.3,OpI-ISR1,2784.439008494007,0.0,SAR/ISR
OpI,2110017,ISR1,50,CRUISE,FLT-2,0,1000,133.0,1.8,3.9,0.5,,17337,15707,0,1630,44.908,15.884,0.499,5.415,,1.94,1.161,15.3,OpI-ISR1,2784.439008494007,0.0,SAR/ISR
OpI,2110017,ISR1,51,CRUISE,FLT-2,0,1000,133.0,1.79,4.0,0.5,,17337,15707,0,1630,44.908,15.884,0.499,5.415,,1.94,1.161,15.3,OpI-ISR1,2784.439008494007,0.0,SAR/ISR
OpI,2110017,ISR1,52,C- 2000,FLT-1,0,1500,131.0,0.5,1.1,0.69,,17337,15707,0,1630,41.426,16.617,0.48,6.423,,1.95,0.96,15.3,OpI-ISR1,2661.753045190202,8.509309814271294,SAR/ISR
OpI,2110017,ISR1,53,C- 3000,FLT-1,0,2500,133.0,0.5,1.1,1.06,,17337,15707,0,1630,41.436,16.617,0.48,6.423,,1.95,0.96,15.3,OpI-ISR1,2663.439706414901,8.5093098142713,SAR/ISR
OpI,2110017,ISR1,54,C- 4000,FLT-1,0,3500,135.0,0.52,1.1,1.43,,17337,15707,0,1630,41.447,16.617,0.48,6.423,,1.95,0.96,15.3,OpI-ISR1,2663.367414892108,8.5093098142713,SAR/ISR
OpI,2110017,ISR1,55,C- 5000,FLT-1,0,4500,137.0,0.53,1.2,1.78,,17337,15707,0,1630,41.457,16.617,0.48,6.423,,1.95,0.96,15.3,OpI-ISR1,2661.563883709122,7.809339501322949,SAR/ISR
OpI,2110017,ISR1,56,C- 6000,FLT-1,0,5500,138.0,0.55,1.3,2.1,,17337,15707,0,1630,41.466,16.617,0.48,6.423,,1.95,0.96,15.3,OpI-ISR1,2619.950585950506,7.215210799943852,SAR/ISR
OpI,2110017,ISR1,57,C- 7000,FLT-1,0,6500,141.0,0.56,1.3,2.41,,17337,15707,0,1630,41.474,16.617,0.48,6.423,,1.95,0.96,15.3,OpI-ISR1,2652.882024864453,7.215210799943844,SAR/ISR
OpI,2110017,ISR1,58,C- 8000,FLT-1,0,7500,143.0,0.59,1.4,2.73,,17337,15707,0,1630,42.28,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2646.066927257761,6.704708200069721,SAR/ISR
OpI,2110017,ISR1,59,C- 9000,FLT-1,0,8500,145.0,0.61,1.4,3.03,,17337,15707,0,1630,42.289,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2637.64687632913,6.704708200069721,SAR/ISR
OpI,2110017,ISR1,60,C-10000,FLT-1,0,9500,147.0,0.64,1.6,3.3,,17337,15707,0,1630,42.296,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2627.656867721267,5.872890681248965,SAR/ISR
OpI,2110017,ISR1,61,C-11000,FLT-1,0,10500,149.0,0.66,1.6,3.57,,17337,15707,0,1630,42.304,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2616.133098515641,5.872890681248982,SAR/ISR
OpI,2110017,ISR1,62,C-12000,FLT-1,0,11500,152.0,0.68,1.8,3.84,,17337,15707,0,1630,42.312,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2637.705368902217,5.22418135450264,SAR/ISR
OpI,2110017,ISR1,63,C-13000,FLT-1,0,12500,154.0,0.71,1.8,4.09,,17337,15707,0,1630,42.319,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2622.583531048251,5.22418135450264,SAR/ISR
OpI,2110017,ISR1,64,C-14000,FLT-1,0,13500,157.0,0.74,1.9,4.32,,17337,15707,0,1630,42.325,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2639.55909305455,4.950628551011944,SAR/ISR
OpI,2110017,ISR1,65,C-15000,FLT-1,0,14500,159.0,0.78,2.0,4.55,,17337,15707,0,1630,42.331,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2620.983904307887,4.704237067623295,SAR/ISR
OpI,2110017,ISR1,66,C-16000,FLT-1,0,15500,162.0,0.81,2.2,4.78,,17337,15707,0,1630,42.338,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2633.481984894798,4.278245866885832,SAR/ISR
OpI,2110017,ISR1,67,C-17000,FLT-1,0,16500,164.0,0.87,2.4,4.98,,17337,15707,0,1630,42.343,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2611.612671159075,3.922888847379492,SAR/ISR
OpI,2110017,ISR1,68,C-18000,FLT-1,0,17500,167.0,0.94,2.6,5.15,,17337,15707,0,1630,42.348,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2619.772553104774,3.621964763266269,SAR/ISR
OpI,2110017,ISR1,69,C-19000,FLT-1,0,18500,170.0,1.01,2.9,5.32,,17337,15707,0,1630,42.353,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2625.579327646559,3.2481271255592,SAR/ISR
OpI,2110017,ISR1,70,C-20000,FLT-1,0,19500,173.0,1.11,3.2,5.49,,17337,15707,0,1630,42.358,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2629.065821755862,2.944178588411701,SAR/ISR
OpI,2110017,ISR1,71,C-21000,FLT-1,0,20500,176.0,1.22,3.5,5.58,,17337,15707,0,1630,42.36,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2630.268032826112,2.692209067106789,SAR/ISR
OpI,2110017,ISR1,72,C-22000,FLT-1,0,21500,179.0,1.34,4.0,5.58,,17337,15707,0,1630,42.36,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2629.22494978335,2.356089210663771,SAR/ISR
OpI,2110017,ISR1,73,C-23000,FLT-1,0,22500,182.0,1.5,4.5,5.58,,17337,15707,0,1630,42.36,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2625.978377719695,2.094549243186013,SAR/ISR
OpI,2110017,ISR1,74,C-24000,FLT-1,0,23500,185.0,1.69,5.3,5.58,,17337,15707,0,1630,42.36,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2620.572766037752,1.778611966104868,SAR/ISR
OpI,2110017,ISR1,75,C-25000,FLT-1,0,24500,188.0,1.96,6.1,5.58,,17337,15707,0,1630,42.36,16.225,0.467,6.053,,2.0,1.006,15.3,OpI-ISR1,2613.055040094077,1.545473037117959,SAR/ISR
OpI,2110017,ISR1,76,CRUISE,FLT-2,0,25000,220.0,14.22,52.3,5.58,,16844,15707,0,1137,47.468,16.885,0.526,5.482,,2.07,1.079,14.8,OpI-ISR1,3515.774483479898,0.0,SAR/ISR
OpI,2110017,ISR1,77,CRUISE,FLT-2,0,25000,220.0,14.41,52.8,5.58,,16844,15707,0,1137,47.468,16.885,0.526,5.482,,2.07,1.079,14.8,OpI-ISR1,3515.774483479898,0.0,SAR/ISR
OpI,2110017,ISR1,78,D-24000,FLT-3,0,24500,291.0,1.0,4.8,5.58,,16844,15707,0,1137,56.471,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6260.641519075557,-1.963745822394747,SAR/ISR
OpI,2110017,ISR1,79,D-23000,FLT-3,0,23500,286.0,0.34,1.7,5.58,,16844,15707,0,1137,56.471,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6263.034915144602,-5.529633896008837,SAR/ISR
OpI,2110017,ISR1,80,D-22000,FLT-3,0,22500,282.0,0.35,1.6,5.58,,16844,15707,0,1137,56.471,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6304.441024929991,-5.872890681248965,SAR/ISR
OpI,2110017,ISR1,81,D-21000,FLT-3,0,21500,277.0,0.34,1.6,5.58,,16844,15707,0,1137,56.471,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6296.239230109132,-5.872890681248999,SAR/ISR
OpI,2110017,ISR1,82,D-20000,FLT-3,0,20500,273.0,0.34,1.5,5.58,,16844,15707,0,1137,56.471,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6328.488062322356,-6.261402966994341,SAR/ISR
OpI,2110017,ISR1,83,D-19000,FLT-3,0,19500,268.0,0.34,1.5,5.49,,16844,15707,0,1137,56.469,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6309.266049042501,-6.261402966994303,SAR/ISR
OpI,2110017,ISR1,84,D-18000,FLT-3,0,18500,264.0,0.35,1.5,5.32,,16844,15707,0,1137,56.464,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6331.916152929224,-6.261402966994303,SAR/ISR
OpI,2110017,ISR1,85,D-17000,FLT-3,0,17500,260.0,0.35,1.5,5.15,,16844,15707,0,1137,56.459,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6350.052873530161,-6.261402966994303,SAR/ISR
OpI,2110017,ISR1,86,D-16000,FLT-3,0,16500,256.0,0.35,1.5,4.98,,16844,15707,0,1137,56.454,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6363.572576482793,-6.261402966994303,SAR/ISR
OpI,2110017,ISR1,87,D-15000,FLT-3,0,15500,252.0,0.35,1.5,4.78,,16844,15707,0,1137,56.449,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6372.376160980006,-6.261402966994341,SAR/ISR
OpI,2110017,ISR1,88,D-14000,FLT-3,0,14500,248.0,0.36,1.5,4.55,,16844,15707,0,1137,56.442,18.789,0.764,5.79,,1.95,1.351,14.8,OpI-ISR1,6376.36937029992,-6.261402966994341,SAR/ISR
OpI,2110017,ISR1,89,D-13000,FLT-3,0,13500,244.0,0.37,1.5,4.32,,16844,15707,0,1137,57.356,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6375.463108608696,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,90,D-12000,FLT-3,0,12500,241.0,0.36,1.4,4.09,,16844,15707,0,1137,57.349,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6422.764128302134,-6.7047082000697,SAR/ISR
OpI,2110017,ISR1,91,D-11000,FLT-3,0,11500,237.0,0.37,1.5,3.84,,16844,15707,0,1137,57.342,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6412.624344956228,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,92,D-10000,FLT-3,0,10500,233.0,0.38,1.4,3.57,,16844,15707,0,1137,57.334,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6397.335695928814,-6.704708200069721,SAR/ISR
OpI,2110017,ISR1,93,D- 9000,FLT-3,0,9500,230.0,0.37,1.4,3.3,,16844,15707,0,1137,57.327,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6432.646041115047,-6.704708200069721,SAR/ISR
OpI,2110017,ISR1,94,D- 8000,FLT-3,0,8500,226.0,0.38,1.5,3.03,,16844,15707,0,1137,57.319,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6407.63147944764,-6.261402966994321,SAR/ISR
OpI,2110017,ISR1,95,D- 7000,FLT-3,0,7500,223.0,0.38,1.4,2.73,,16844,15707,0,1137,57.311,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6434.85071277819,-6.704708200069721,SAR/ISR
OpI,2110017,ISR1,96,D- 6000,FLT-3,0,6500,220.0,0.38,1.4,2.41,,16844,15707,0,1137,57.302,19.111,0.787,5.884,,1.92,1.692,14.8,OpI-ISR1,6458.401992024523,-6.704708200069711,SAR/ISR
